Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Density (product.metafields.custom.density),Lace Color (product.metafields.custom.lace_color),Product Color (product.metafields.custom.product_color),Texture (product.metafields.custom.texture),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Hair type (product.metafields.shopify.hair-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
desire-frontal-kinky-curly-3b-3c-bang-wig,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/WhatsAppImage2024-10-18at5.58.04PM.jpg?v=1729246655,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desire-frontal-kinky-curly-3b-3c-bang-wig,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Desire_Frontal_Kinky_Curly_3B_3C_Bang_Wig.jpg?v=1724079202,3,Desire Frontal Kinky Curly 3B/3C Bang Wig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desire-frontal-kinky-curly-3b-3c-bang-wig,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/WhatsAppImage2024-10-18at5.58.04PM_1.jpg?v=1729246719,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mongolian-loose-curly-frontal-ear-to-ear-13-4,Mongolian Loose Curly Frontal (Ear To Ear) 13*4,"<p data-start=""114"" data-end=""436"">Mercy's Virgin Mongolian Loose Curly Frontal is made from 100% virgin human hair. The 13x4 ear-to-ear Swiss lace provides a natural-looking hairline and allows versatile parting options for your installs.</p>
<p data-start=""438"" data-end=""638"">Lightweight, breathable, with bleached knots and a natural hairline, this frontal is perfect for creating seamless sew-ins or custom wig units.<strong></strong></p>
<p data-end=""554"" data-start=""319""><strong>Shipping Info:</strong></p>
<ul>
<li data-end=""554"" data-start=""319""><strong>Standard FedEx shipping is 3-7 business days</strong></li>
<li data-end=""554"" data-start=""319""><strong style=""font-size: 0.875rem;"">NOTE: We have temporarily suspended returns &amp; exchanges</strong></li>
</ul>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Extensions,loose curly,"#hairextension, curly, frontal",true,Length,14 Inches,,Color,black,product.metafields.shopify.color-pattern,,,,,0.0,shopify,deny,manual,252.00,210.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/71FcFy9OzGL._SX569.jpg?v=1744713830,1,"",false,,Discover the epitome of style and luxury with Mercy Hair Extensions and our premium natural hair wigs and extensions. Shop  Now,Hair Extension,female,adult,,new,,,,,,,130% 13 x 4 Frontal (Ear-to-Ear),13 x 4 Swiss Lace Frontal,Natural Black,Loose Curly Virgin Kinky 3B/3C,,2,,beige; brown; black,,female,,,,,,lb,,,active
mongolian-loose-curly-frontal-ear-to-ear-13-4,,,,,,,,,16 Inches,,,black,,,,,,0.0,shopify,deny,manual,252.00,210.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-loose-curly-frontal-ear-to-ear-13-4,,,,,,,,,18 Inches,,,black,,,,,,0.0,shopify,deny,manual,252.00,210.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
brazilian-natural-wave-5x5-hd-lace-closure,Brazilian Natural Wave 5X5 HD Lace Closure,"<div class=""col-lg-6"">
<div class=""form-group"">
<p data-end=""303"" data-start=""71"">Complete your install with our Brazilian Natural Wave HD Lace Closure. Measuring 5x5 inches, this closure offers a natural parting space and blends seamlessly for a flawless finish.</p>
</div>
</div>
<p>This closure can be parted in any direction, and is a natural addition to complete your crown. Our closures contain baby hair in the front so it simulates the look of your natural hairline. They are also very easy to style and maintain, just like your hair extension weave. </p>
<p data-start=""319"" data-end=""554""><strong>Shipping Info:</strong></p>
<ul>
<li data-start=""319"" data-end=""554""><strong>Standard FedEx shipping is 3-7 business days</strong></li>
<li data-start=""319"" data-end=""554""><strong style=""font-size: 0.875rem;"">NOTE: We are temporarily suspending returns &amp; exchanges</strong></li>
</ul>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs,closure,"#hairextension, closure, hd lace closure, hdlaceclosure",true,Length,"14""",,,,,,,,"",0.0,shopify,deny,manual,210.00,175.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Brazilian_Natural_Wave_5X5_HD_Lace_Closure_Wig.jpg?v=1724076418,1,Brazilian Natural Wave 5X5 HD Lace Closure Wig,false,,Discover the epitome of style and luxury with Mercy Hair Extensions and our premium natural hair wigs and extensions. Shop  Now,Hair Extension,female,adult,,new,TRUE,,,,,,130%,5x5 Swiss HD Lace with bleached knots,Natural Black,Brazilian Wave Closure,TRUE,6,,,,,,,,,,lb,,,active
brazilian-natural-wave-5x5-hd-lace-closure,,,,,,,,,"16""",,,,,,,,"",0.0,shopify,deny,manual,228.00,190.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
brazilian-natural-wave-5x5-hd-lace-closure,,,,,,,,,"18""",,,,,,,,"",0.0,shopify,deny,manual,240.00,200.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
brazilian-natural-wave-5x5-hd-lace-closure,,,,,,,,,"20""",,,,,,,,"",0.0,shopify,deny,manual,264.00,220.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,Raw Indian Wavy / Curly hair,"<div>
<p data-start=""97"" data-end=""370"">Mercy's Raw Indian Wavy/Curly bundles are ethically sourced, giving you 100% authentic, unprocessed hair. Each bundle is naturally full, soft, and rich in texture, with waves and curls that hold beautifully over time.</p>
<p data-start=""372"" data-end=""598"">This hair can be styled straight, curled, or worn in its natural pattern, and always reverts after a wash. Free from synthetic blends and chemicals, it lasts for years with proper care.</p>
<p data-start=""600"" data-end=""743"">Perfect for sew-ins, wigs, or versatile installs.<strong class=""text-capitalize mb-2 d-block""></strong></p>
</div>
<div>
<div>
<strong>Shipping</strong>:</div>
<ul>
<li>Processing Time: <strong>7 to 10 Business Days</strong> before the Order will be shipped. (Please Be patient).</li>
</ul>
<div><strong>How Many Bundles Of Hair Do I Need For Whole Head?</strong></div>
<ul>
<li>
<strong>Medium Hair Types</strong>: (Buy: 300 grams – 3 Bundles)</li>
<li>
<strong>Medium To Thick Hair Types</strong>: (Buy: 400 grams – 4 Bundles)</li>
</ul>
</div>
<div><strong>Can I Reuse The Hair?</strong></div>
<ul>
<li> Yes</li>
</ul>
<div><strong>What Is The Lifetime Of The Hair?</strong></div>
<ul>
<li> Can be reused for up to 1 to 3.5 years. ( If it is well cared for).</li>
</ul>
<div><strong>PLEASE WE DO NOT ACCEPT RETURN SOR EXCHANGE ON THIS PRODUCT.</strong></div>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Extensions,Curly/Wavy,"#hairextension, Best, Best Seller, curly, indian, indianhair, raw indian, rawcurlyhair, rawhair, wavy, Weft",true,Length,12 Inches,,Color,black,product.metafields.shopify.color-pattern,,,,"",0.0,shopify,deny,manual,165.00,169.20,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Raw_Indian_wavy_Curly..jpg?v=1730925500,1,Raw Indian wavy Curly Hair ,false,Raw Indian Wavy / Curly hair. Shop Now,Discover the epitome of style and luxury with Mercy Hair Extensions and our premium natural hair wigs and extensions. Shop Now,Wig,female,adult,,new,,,,,,,100grams (~3.5oz) per bundle,Machine weft,Natural Black Bundles,Natural Raw Indian Wavy/Curly,,7,adults,black,,female,,,,,,lb,,,active
raw-indian-wavy-curly-hair,,,,,,,,,14 Inches,,,black,,,,,"",0.0,shopify,deny,manual,170.00,181.20,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Raw_Indian_wavy_Curly_Hair..jpg?v=1730925507,2,Raw Indian wavy Curly Hair ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,,,,,,,,,16 Inches,,,black,,,,,"",0.0,shopify,deny,manual,175.00,199.20,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,,,,,,,,,18 Inches,,,black,,,,,"",0.0,shopify,deny,manual,180.00,222.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,,,,,,,,,20 Inches,,,black,,,,,"",0.0,shopify,deny,manual,185.00,234.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,,,,,,,,,22 Inches,,,black,,,,,"",0.0,shopify,deny,manual,190.00,246.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,,,,,,,,,24 Inches,,,black,,,,,"",0.0,shopify,deny,manual,210.00,270.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
raw-indian-wavy-curly-hair,,,,,,,,,26 Inches,,,black,,,,,"",0.0,shopify,deny,manual,225.00,282.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
tape-hairs-thin-mongolian-kinky-straight,Tape hairs Thin Mongolian Kinky straight,"<p data-start=""212"" data-end=""493"" class=""""><strong data-start=""216"" data-end=""273"">Thin Mongolian Kinky Straight Tape-In Hair Extensions</strong> are designed to give you a natural, voluminous look with a soft, kinky texture. Made from 100% Mongolian human hair, these extensions blend seamlessly with your natural hair, adding length and volume without the weight.</p>
<p data-start=""495"" data-end=""512"" class=""""><strong data-start=""495"" data-end=""512"">Key Features:</strong></p>
<ul data-start=""513"" data-end=""995""></ul>
<ul data-start=""1011"" data-end=""1200"">
<li data-start=""1011"" data-end=""1043"" class="""">
<p data-start=""1013"" data-end=""1043"" class="""">Adds instant length and volume</p>
</li>
<li data-start=""1044"" data-end=""1087"" class="""">
<p data-start=""1046"" data-end=""1087"" class="""">Can be styled just like your natural hair</p>
</li>
<li data-start=""1088"" data-end=""1150"" class="""">
<p data-start=""1090"" data-end=""1150"" class="""">Perfect for thin or fine hair, giving a thicker, fuller look</p>
</li>
<li data-start=""1151"" data-end=""1200"" class="""">
<p data-start=""1153"" data-end=""1200"" class="""">Available in various lengths to suit your style</p>
</li>
</ul>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs,"","Kinkystraight, Mongolian, MongolianBundles, straight, tapeins",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/TapehairsThinMongolianKinkystraight-4.jpg?v=1730925522,1,"",false,,Discover the epitome of style and luxury with Mercy Hair Extensions and our premium natural hair wigs and extensions. Shop  Now,Wig,female,adult,,new,,,,,,,100grams ,Tape-Ins,Natural Black,Virgin Kinky Straight,,6,,,,,,,,,,lb,,,archived
tape-hairs-thin-mongolian-kinky-straight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/TapehairsThinMongolianKinkystraight-3.jpg?v=1730925535,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tape-hairs-thin-mongolian-kinky-straight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/TapehairsThinMongolianKinkystraight-2.jpg?v=1730925547,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tape-hairs-regular-mongolian-kinky-straight,Mongolian Kinky Straight Tape Hair Wig,"<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content""><span>Tape extensions are thin, lightweight tape wefts that are ""sandwiched"" between your own hair. They do not require tools or chemicals to be applied, can last 6-12 months and are reusable for up to three or more applications. Tape extensions are perfect for adding length, color effects and volume in less than an hour.</span></p>
</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-title""><strong>Features</strong></p>
<ul>
<li class=""detail-desc-decorate-content""><span>Easy to apply </span></li>
<li class=""detail-desc-decorate-content""><span>Comfortable</span></li>
<li class=""detail-desc-decorate-content""><span>Long lasting 6-12 months</span></li>
<li class=""detail-desc-decorate-content""><span>Easy maintenance </span></li>
<li class=""detail-desc-decorate-content""><span>Can be curled, colored, straightened</span></li>
</ul>
<p data-end=""554"" data-start=""319""><strong>Shipping Info:</strong></p>
<ul>
<li data-end=""554"" data-start=""319""><strong>Standard FedEx shipping is 3-7 business days</strong></li>
<li data-end=""554"" data-start=""319""><strong style=""font-size: 0.875rem;"">NOTE: We have temporarily suspended returns &amp; exchanges</strong></li>
</ul>
</div>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs,Tapes In,"hairextension, kinkystraight, Mongolian, straight, tapeins",true,Length,14,,,,,,,,"",0.0,shopify,deny,manual,170.00,216.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/WhatsAppImage2024-10-18at6.25.25PM_989f493d-867c-4b01-98db-9937e0dad454.jpg?v=1730925550,1,"",false,,Discover the epitome of style and luxury with Mercy Hair Extensions and our premium natural hair wigs and extensions. Shop  Now,Hair Extension,female,adult,,new,,,,,,,2.5G per piece | 80-120 pieces can make a complete head,Tape-Ins,Natural Black,Virgin Kinky Straight,,2,,,,,,,,"kinky
boho",,lb,,,active
tape-hairs-regular-mongolian-kinky-straight,,,,,,,,,16,,,,,,,,"",0.0,shopify,deny,manual,175.00,228.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/WhatsAppImage2024-10-18at6.25.25PM_1.jpg?v=1730925553,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
tape-hairs-regular-mongolian-kinky-straight,,,,,,,,,18,,,,,,,,"",0.0,shopify,deny,manual,180.00,234.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/TapehairsRegularMongolianKinkystraight-2.jpg?v=1730925564,3,Mongolian Kinky Straight Tape Hair Wig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
tape-hairs-regular-mongolian-kinky-straight,,,,,,,,,20,,,,,,,,"",0.0,shopify,deny,manual,190.00,240.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/TapehairsRegularMongolianKinkystraight-1.jpg?v=1730925559,4,Mongolian Kinky Straight Tape Hair Wig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
tape-hairs-regular-mongolian-kinky-straight,,,,,,,,,22,,,,,,,,"",0.0,shopify,deny,manual,200.00,246.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
tape-hairs-regular-mongolian-kinky-straight,,,,,,,,,24,,,,,,,,"",0.0,shopify,deny,manual,220.00,264.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
tape-hairs-regular-mongolian-kinky-straight,,,,,,,,,26,,,,,,,,"",0.0,shopify,deny,manual,235.00,282.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
clips-in-cambodian-straight,Cambodian Straight Clip-in Hair Extensions,"<div>
<span>Introducing our Premium Cambodian Straight Clip-in Hair extensions, perfect for black women seeking versatile styling options with their raw, natural hair texture. Made from 100% real human hair, these clip-in extensions blends seamlessly with our natural black hair texture, providing length and volume without sacrificing quality.</span><br>
</div>
<div><span></span></div>
<div><span><strong>Hair quality: </strong></span></div>
<div>
<ul>
<li>No tangling or shedding.</li>
<li>Can be curled and straightened.</li>
<li>Can be dyed to a darker color.<br>
</li>
</ul>
<p><span><strong>Shipping: Ship within 10 to 15 business days; For custom orders, please contact us before ordering.</strong></span></p>
</div>
<div data-spm-anchor-id=""a2g0o.detail.1000023.i0.2c6b29eakrUmYh""><span><strong>★100% Real Cambodian Hair Guarantee.</strong></span></div>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Extensions,Clips in,"cambodianstraight, clipsin, straight",true,Length,14,,Color,Natural Black,,,,,"",0.0,shopify,deny,manual,170.00,234.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Cambodian_Straight_Clip-in_Hair_Extensions.webp?v=1730925545,1,Cambodian Straight Clip-in Hair Extensions,false,,Discover the epitome of style and luxury with Mercy Hair Extensions and our premium natural hair wigs and extensions. Shop  Now,Hair Extension,female,adult,,new,,,,,,,"8 pieces per set, 120 grams per package",Invisible Clips,Natural Black/ Natural Brown,Cambodian Straight Human Hair,,2,,,,,,,,,,lb,,,active
clips-in-cambodian-straight,,,,,,,,,16,,,Natural Black,,,,,"",0.0,shopify,deny,manual,180.00,240.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/ClipsinCambodianstraight-3.jpg?v=1730925552,2,Cambodian Straight Clip-in Hair Extensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
clips-in-cambodian-straight,,,,,,,,,18,,,Natural Black,,,,,"",0.0,shopify,deny,manual,190.00,246.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
clips-in-cambodian-straight,,,,,,,,,20,,,Natural Black,,,,,"",226.796185,shopify,deny,manual,195.00,258.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
clips-in-cambodian-straight,,,,,,,,,22,,,Natural Black,,,,,"",0.0,shopify,deny,manual,200.00,264.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
clips-in-cambodian-straight,,,,,,,,,24,,,Natural Black,,,,,"",0.0,shopify,deny,manual,210.00,270.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
clips-in-cambodian-straight,,,,,,,,,26,,,Natural Black,,,,,"",0.0,shopify,deny,manual,225.00,276.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,Mongolian Soft Kinky Curly,"<p data-start=""102"" data-end=""374"">Mercy's Mongolian Soft Kinky Curly extensions are designed to perfectly mimic natural curls with a soft, voluminous finish. Made from 100% virgin Mongolian hair, each bundle is full, bouncy, and blends seamlessly with 3B–3C natural textures.</p>
<p data-start=""376"" data-end=""621"">This hair can be worn in its defined curl pattern, styled into twist-outs, or straightened for versatility. With proper care, these bundles maintains its softness and curl definition, making it a long-lasting choice for sew-ins, wigs, or custom installs.</p>
<p data-end=""554"" data-start=""319""><strong>Shipping Info:</strong></p>
<ul>
<li data-end=""554"" data-start=""319""><strong>Standard FedEx shipping is 3-7 business days</strong></li>
<li data-end=""554"" data-start=""319""><strong style=""font-size: 0.875rem;"">NOTE: We have temporarily suspended returns &amp; exchanges</strong></li>
</ul>
<div class=""col-lg-6"">
<div class=""form-group""></div>
</div>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs,weft,"#hairextension, Best, Best Sellier, curly, kinkycurls, kinkycurly, kinkyweft, Mongolian, mongolianbundle, mongolianhair, naturalcurlyhair, naturalkinkyhair, softkinkyhair, Weft",true,Length,"12""",,,,,,,,"",0.0,shopify,deny,manual,145.00,174.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Mongolian_Soft_Kinky_Curly_75a5695d-4373-4d9d-8d40-0a48a5ed9bc6.jpg?v=1729579670,1,Mongolian Soft Kinky Curly,false,Mongolian Soft Kinky Curly | Shop Now,"Transform your look with Mongolian Soft Kinky Curly extensions—natural volume, soft texture, and bold curls for effortless glamour. Shop now!",Hair Extension,female,adult,,new,,,,,,,3.3 ounces per bundle.,Weft Bundles,Natural Black,Virgin Mongolian Soft Kinky Curly 3C,,4,,,,,,,,"kinky
curly",,lb,,,active
mongolian-soft-kinky-curly,,,,,,,,,"14""",,,,,,,,"",0.0,shopify,deny,manual,159.00,198.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Mongolian_Soft_Kinky_Curly.jpg?v=1729579136,2,Mongolian Soft Kinky Curly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,,,,,,,,,"16""",,,,,,,,"",0.0,shopify,deny,manual,170.00,204.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Mongolian_Soft_Kinky_Curly_1.jpg?v=1729579158,3,Mongolian Soft Kinky Curly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,,,,,,,,,"18""",,,,,,,,"",0.0,shopify,deny,manual,180.00,216.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/Mongolian_Soft_Kinky_Curly_4.jpg?v=1729579187,4,Mongolian Soft Kinky Curly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,,,,,,,,,"20""",,,,,,,,"",0.0,shopify,deny,manual,185.00,222.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/60.jpg?v=1729578899,5,Mongolian Soft Kinky Curly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,,,,,,,,,"22""",,,,,,,,"",0.0,shopify,deny,manual,190.00,234.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,,,,,,,,,"24""",,,,,,,,"",0.0,shopify,deny,manual,205.00,240.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
mongolian-soft-kinky-curly,,,,,,,,,"26""",,,,,,,,"",0.0,shopify,deny,manual,215.00,252.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
virgin-mongolian-kinky-straight,Virgin Mongolian Kinky Straight,"<p>Mercy's Virgin Mongolian Kinky Straight bundles give you the perfect balance of volume and texture. Made from 100% virgin human hair, each bundle is full, soft, and free from synthetic blends or processing.</p>
<p data-start=""339"" data-end=""611"">The kinky straight texture mimics natural blow-dried hair, making it easy to blend seamlessly while still holding its thickness and body. These bundles can be silk pressed for a sleek look, curled for added movement, or worn in their natural state for a textured finish.</p>
<div><strong>Care Guide</strong></div>
<div><br></div>
<div>
<p>With proper care, all you need is moisturizing conditioner for this hair.</p>
<p>Due to the texture of this hair, we will strongly recommend buying a WEFT SEALANT.</p>
<p>We also DO NOT recommend splitting the weft on this type of hair.</p>
<p data-end=""554"" data-start=""319""><strong>Shipping Info:</strong></p>
<ul>
<li data-end=""554"" data-start=""319""><strong>Standard FedEx shipping is 3-7 business days</strong></li>
<li data-end=""554"" data-start=""319""><strong style=""font-size: 0.875rem;"">NOTE: We have temporarily suspended returns &amp; exchanges</strong></li>
</ul>
</div>",Mercyshairextensions,Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Extensions,weft,"#hairextension, Best, Best Seller, kinkystraighthair, kinkystraightwig, Mongolian, MongolianBundles, naturalhair, naturalstraighthair, straight, Weft",true,Texture,Kinky Straight,,Length,12 Inches,,Weight,4 oz,,"",0.0,shopify,deny,manual,150.00,174.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,1,"A woman with kinky straight black hair, wearing a beige top, showcasing the hair extension.",false,,"Experience premium luxury with Mercy Hair Extensions. Shop Virgin Mongolian Kinky Straight hair, natural wigs, bundles, and extensions.",Wig,female,adult,,new,,,,,,,4oz,Weft Bundles,Natural Black,Virgin Mongolian Kinky Straight,,9,,black,,,,,,"kinky
boho",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,active
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,14 Inches,,,4 oz,,"",0.0,shopify,deny,manual,165.00,186.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/651.jpg?v=1696860011,2,"virgin-mongolian-kinky-straight
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,16 Inches,,,4 oz,,"",0.0,shopify,deny,manual,170.00,210.00,true,true,"",https://cdn.shopify.com/s/files/1/0783/0136/4511/files/652.jpg?v=1696860010,3,"virgin-mongolian-kinky-straight
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,18 Inches,,,4 oz,,"",0.0,shopify,deny,manual,185.00,222.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,20 Inches,,,4 oz,,"",0.0,shopify,deny,manual,190.00,228.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,22 Inches,,,4 oz,,"",0.0,shopify,deny,manual,195.00,234.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,24 Inches,,,4 oz,,"",0.0,shopify,deny,manual,210.00,252.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
virgin-mongolian-kinky-straight,,,,,,,,,Kinky Straight,,,26 Inches,,,4 oz,,"",0.0,shopify,deny,manual,220.00,264.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/V1.jpg?v=1696858265,lb,,,
